C_i/C_m((g/L)/M),C_ci/C_m((g/L)/M),C_t/C_m((g/L)/M),C_m (M),T (°C),AMPS feed ratio (mol%),C_c (mg/L),AMPS ratio (mol%),conversion（%）,predicted_AMPS ratio (mol%)_random_forest,abs_error_AMPS ratio (mol%)_random_forest,predicted_conversion（%）_random_forest,abs_error_conversion（%）_random_forest,predicted_AMPS ratio (mol%)_decision_tree,abs_error_AMPS ratio (mol%)_decision_tree,predicted_conversion（%）_decision_tree,abs_error_conversion（%）_decision_tree,predicted_AMPS ratio (mol%)_gbt,abs_error_AMPS ratio (mol%)_gbt,predicted_conversion（%）_gbt,abs_error_conversion（%）_gbt,predicted_AMPS ratio (mol%)_xgb,abs_error_AMPS ratio (mol%)_xgb,predicted_conversion（%）_xgb,abs_error_conversion（%）_xgb,predicted_AMPS ratio (mol%)_svr,abs_error_AMPS ratio (mol%)_svr,predicted_conversion（%）_svr,abs_error_conversion（%）_svr,predicted_AMPS ratio (mol%)_linear_regression,abs_error_AMPS ratio (mol%)_linear_regression,predicted_conversion（%）_linear_regression,abs_error_conversion（%）_linear_regression
0.000138888888888889,0.138888888888889,0.00138888888888889,1.44,15,50,0.0,50.0,100.0,48.02,1.98,89.488,10.512,50.0,0.0,100.0,0.0,49.534,0.466,97.671,2.329,49.965,0.035,99.593,0.407,49.27,0.73,98.214,1.786,48.941,1.059,94.022,5.978
0.00138888888888889,0.0,0.0138888888888889,1.44,20,50,0.5,44.0,52.5,46.36,-2.36,44.42,8.08,40.0,4.0,31.2,21.3,37.274,6.726,40.198,12.302,47.258,-3.258,44.409,8.091,48.643,-4.643,78.809,-26.309,47.363,-3.363,81.256,-28.756
0.0138888888888889,0.000138888888888889,0.138888888888889,1.44,0,50,1.0,44.0,46.3,44.48,-0.48,46.188,0.112,44.0,0.0,46.3,0.0,44.202,-0.202,47.242,-0.942,44.019,-0.019,46.544,-0.244,44.1,-0.1,52.325,-6.025,44.998,-0.998,66.493,-20.193
0.138888888888889,0.00138888888888889,0.0,1.44,5,50,1.5,50.0,100.0,48.94,1.06,96.544,3.456,50.0,0.0,100.0,0.0,49.543,0.457,98.646,1.354,49.98,0.02,99.58,0.42,49.504,0.496,99.9,0.1,50.357,-0.357,100.948,-0.948
0.000138888888888889,0.00138888888888889,0.0138888888888889,1.8,0,50,2.0,47.0,84.8,48.16,-1.16,87.642,-2.842,47.0,0.0,84.8,0.0,47.264,-0.264,88.943,-4.143,47.053,-0.053,86.299,-1.499,49.545,-2.545,96.727,-11.927,48.542,-1.542,88.18,-3.38
0.0138888888888889,0.138888888888889,0.0,1.8,10,50,0.5,50.0,98.3,48.72,1.28,95.794,2.506,41.0,9.0,95.0,3.3,50.004,-0.004,99.291,-0.991,50.506,-0.506,96.823,1.477,49.898,0.102,97.181,1.119,49.832,0.168,99.376,-1.076
0.138888888888889,0.0,0.000138888888888889,1.8,15,50,1.0,50.0,98.1,49.14,0.86,94.052,4.048,41.0,9.0,98.0,0.1,48.794,1.206,97.186,0.914,50.359,-0.359,98.324,-0.224,49.598,0.402,97.835,0.265,50.448,-0.448,101.31,-3.21
0.0,0.138888888888889,0.0138888888888889,2.16,5,50,1.0,50.0,98.0,48.52,1.48,95.676,2.324,50.0,0.0,98.0,0.0,49.431,0.569,95.89,2.11,49.982,0.018,97.632,0.368,49.673,0.327,96.766,1.234,49.933,0.067,99.537,-1.537
0.00138888888888889,0.000138888888888889,0.0,2.16,15,50,2.0,50.0,94.3,49.22,0.78,94.726,-0.426,50.0,0.0,94.3,0.0,49.563,0.437,95.784,-1.484,49.969,0.031,94.503,-0.203,49.986,0.014,94.4,-0.1,49.095,0.905,91.042,3.258
0.0138888888888889,0.00138888888888889,0.000138888888888889,2.16,20,50,0.0,50.0,92.6,49.0,1.0,93.84,-1.24,50.0,0.0,92.6,0.0,49.416,0.584,95.366,-2.766,49.972,0.028,93.092,-0.492,49.512,0.488,93.937,-1.337,48.547,1.453,88.755,3.845
0.138888888888889,0.0138888888888889,0.00138888888888889,2.16,0,50,0.5,50.0,98.0,49.04,0.96,95.38,2.62,50.0,0.0,95.0,3.0,51.233,-1.233,94.144,3.856,49.799,0.201,96.765,1.235,49.349,0.651,97.668,0.332,50.993,-0.993,105.52,-7.52
0.0,0.00138888888888889,0.138888888888889,2.52,15,50,0.5,38.0,1.4,41.8,-3.8,23.414,-22.014,38.0,0.0,1.4,0.0,38.741,-0.741,3.389,-1.989,38.018,-0.018,1.617,-0.217,43.472,-5.472,32.949,-31.549,45.661,-7.661,69.864,-68.464
0.000138888888888889,0.0138888888888889,0.0,2.52,20,50,1.0,50.0,98.4,48.8,1.2,97.406,0.994,38.0,12.0,98.0,0.4,49.221,0.779,90.419,7.981,48.08,1.92,97.867,0.533,49.392,0.608,97.686,0.714,49.218,0.782,92.298,6.102
0.00138888888888889,0.138888888888889,0.000138888888888889,2.52,0,50,1.5,50.0,96.2,48.8,1.2,95.716,0.484,50.0,0.0,96.2,0.0,50.183,-0.183,97.175,-0.975,49.999,0.001,96.296,-0.096,49.58,0.42,96.3,-0.1,50.93,-0.93,105.497,-9.297
0.0138888888888889,0.0,0.00138888888888889,2.52,5,50,2.0,50.0,96.2,49.96,0.04,90.016,6.184,50.0,0.0,96.2,0.0,48.989,1.011,92.451,3.749,49.973,0.027,95.187,1.013,49.818,0.182,100.09,-3.89,49.793,0.207,95.612,0.588
0.138888888888889,0.000138888888888889,0.0138888888888889,2.52,10,50,0.0,50.0,98.4,48.26,1.74,97.394,1.006,50.0,0.0,98.4,0.0,49.75,0.25,97.866,0.534,49.994,0.006,98.488,-0.088,49.474,0.526,98.5,-0.1,50.664,-0.664,102.998,-4.598
0.000914634146341463,9.14634146341463e-05,9.14634146341463e-05,1.64,5,10,0.5,8.0,72.0,8.132,-0.132,72.264,-0.264,8.0,0.0,72.0,0.0,8.184,-0.184,73.832,-1.832,8.02,-0.02,72.314,-0.314,9.993,-1.993,81.257,-9.257,7.594,0.406,81.727,-9.727
0.00914634146341463,0.000914634146341463,0.000914634146341463,1.64,10,10,1.0,9.0,80.0,8.776,0.224,78.224,1.776,9.0,0.0,80.0,0.0,8.566,0.434,76.583,3.417,8.925,0.075,79.655,0.345,9.47,-0.47,79.9,0.1,7.815,1.185,82.739,-2.739
0.0457317073170732,0.00914634146341463,0.00914634146341463,1.64,15,10,1.5,10.0,71.0,9.62,0.38,76.752,-5.752,10.0,0.0,71.0,0.0,9.614,0.386,77.12,-6.12,9.834,0.166,72.874,-1.874,9.235,0.765,81.984,-10.984,8.369,1.631,86.155,-15.155
9.1324200913242e-05,0.0091324200913242,9.1324200913242e-05,2.19,10,10,2.0,10.0,93.7,9.088,0.912,90.922,2.778,10.0,0.0,93.7,0.0,9.279,0.721,90.531,3.169,9.627,0.373,92.716,0.984,9.791,0.209,90.234,3.466,8.748,1.252,87.787,5.913
0.0009132420091324201,0.091324200913242,0.0009132420091324201,2.19,15,10,0.0,10.0,96.0,9.958,0.042,96.645,-0.645,10.0,0.0,96.0,0.0,9.969,0.031,97.164,-1.164,9.96,0.04,96.735,-0.735,10.122,-0.122,98.879,-2.879,8.823,1.177,90.717,5.283
0.045662100456621,0.0009132420091324201,0.091324200913242,2.19,0,10,1.0,10.0,95.0,9.896,0.104,93.96,1.04,10.0,0.0,95.0,0.0,9.925,0.075,93.164,1.836,10.069,-0.069,95.051,-0.051,9.991,0.009,95.1,-0.1,6.97,3.03,77.483,17.517
0.000915750915750916,0.000915750915750916,0.00915750915750916,2.73,0,10,2.0,10.0,97.0,9.492,0.508,90.812,6.188,10.0,0.0,87.0,10.0,9.395,0.605,91.397,5.603,9.227,0.773,92.741,4.259,10.713,-0.713,93.689,3.311,9.206,0.794,90.517,6.483
0.00915750915750916,0.00915750915750916,0.09157509157509161,2.73,5,10,0.0,10.0,96.0,9.956,0.044,95.848,0.152,10.0,0.0,96.0,0.0,10.17,-0.17,95.563,0.437,9.999,0.001,95.86,0.14,9.094,0.906,95.9,0.1,6.695,3.305,75.798,20.202
0.045787545787545805,0.09157509157509161,0.0,2.73,10,10,0.5,10.0,97.0,9.806,0.194,96.984,0.016,10.0,0.0,97.0,0.0,10.142,-0.142,98.619,-1.619,10.084,-0.084,97.118,-0.118,9.9,0.1,97.1,-0.1,10.387,-0.387,100.433,-3.433
9.14634146341463e-05,0.0914634146341463,0.000914634146341463,3.28,5,10,1.0,10.0,98.0,9.942,0.058,98.102,-0.102,10.0,0.0,98.0,0.0,9.868,0.132,97.893,0.107,9.981,0.019,98.13,-0.13,10.17,-0.17,97.9,0.1,10.526,-0.526,100.53,-2.53
0.000914634146341463,0.0,0.0914634146341463,3.28,10,10,1.5,9.0,79.0,9.306,-0.306,82.034,-3.034,10.0,-1.0,70.5,8.5,8.255,0.745,84.577,-5.577,9.693,-0.693,83.945,-4.945,9.324,-0.324,92.242,-13.242,7.553,1.447,79.638,-0.638
0.0457317073170732,0.000914634146341463,9.14634146341463e-05,3.28,20,10,0.0,10.0,96.0,10.0,0.0,94.142,1.858,10.0,0.0,96.0,0.0,10.197,-0.197,95.197,0.803,10.065,-0.065,95.558,0.442,10.803,-0.803,95.9,0.1,9.792,0.208,94.852,1.148
9.13838120104439e-05,0.000913838120104439,0.0913838120104439,3.83,15,10,0.5,10.0,92.0,9.83,0.17,94.008,-2.008,10.0,0.0,94.9,-2.9,9.836,0.164,96.034,-4.034,10.9,-0.9,96.49,-4.49,9.899,0.101,94.339,-2.339,7.771,2.229,81.173,10.827
0.0009138,0.00913838120104439,0.0,3.83,20,10,1.0,10.0,94.0,9.826,0.174,94.816,-0.816,10.0,0.0,94.0,0.0,9.927,0.073,93.477,0.523,9.968,0.032,94.277,-0.277,11.183,-1.183,93.9,0.1,10.159,-0.159,96.085,-2.085
0.0456919060052219,0.0,0.000913838120104439,3.83,5,10,2.0,10.0,96.0,9.584,0.416,94.624,1.376,10.0,0.0,96.0,0.0,9.882,0.118,95.367,0.633,10.009,-0.009,95.692,0.308,10.1,-0.1,95.9,0.1,11.269,-1.269,103.068,-7.068
0.0103448275862069,0.00431034482758621,0.0,1.45,5,75,5.0,75.0,96.5,80.2,-5.2,96.832,-0.332,75.0,0.0,100.0,-3.5,74.858,0.142,98.511,-2.011,74.937,0.063,99.502,-3.002,72.315,2.685,97.816,-1.316,74.944,0.056,96.241,0.259
0.00630252100840336,0.00262605042016807,0.0,2.38,5,25,2.0,25.0,96.2,25.6,-0.6,96.26,-0.06,25.0,0.0,96.2,0.0,25.77,-0.77,96.505,-0.305,25.105,-0.105,96.342,-0.142,24.787,0.213,95.732,0.468,24.254,0.746,91.455,4.745
0.00172413793103448,0.006896551724137929,0.0,1.45,5,75,2.0,75.0,98.2,80.2,-5.2,96.588,1.612,75.0,0.0,98.2,0.0,74.858,0.142,97.78,0.42,74.971,0.029,98.651,-0.451,74.802,0.198,98.1,0.1,73.812,1.188,90.9,7.3
0.00010499999999999999,0.004200000000000001,0.00010499999999999999,2.38095238095238,17,25,0.2,25.0,96.3,25.32,-0.32,96.716,-0.416,25.0,0.0,93.7,2.6,25.834,-0.834,95.979,0.321,26.114,-1.114,96.668,-0.368,24.641,0.359,95.961,0.339,23.402,1.598,86.8,9.5
0.00020999999999999998,0.00041999999999999996,0.00041999999999999996,2.38095238095238,15,25,0.2,25.0,96.8,25.0,0.0,97.098,-0.298,25.0,0.0,96.8,0.0,24.807,0.193,96.602,0.198,24.98,0.02,97.039,-0.239,24.614,0.386,96.7,0.1,23.384,1.616,86.68,10.12
0.00010499999999999999,0.00041999999999999996,2.1000000000000002e-05,2.38095238095238,15,25,0.2,25.0,97.2,25.0,0.0,96.606,0.594,25.0,0.0,97.2,0.0,24.722,0.278,97.507,-0.307,24.994,0.006,97.048,0.152,24.628,0.372,96.727,0.473,23.392,1.608,86.73,10.47
0.00041999999999999996,0.0008399999999999999,0.00020999999999999998,2.38095238095238,20,25,0.2,25.0,98.5,25.0,0.0,96.33,2.17,25.0,0.0,98.5,0.0,24.876,0.124,96.424,2.076,24.994,0.006,98.355,0.145,24.9,0.1,93.214,5.286,23.331,1.669,86.211,12.289
0.00015560000000000001,0.00031120000000000003,7.780000000000001e-05,3.2133676092545,10,5,0.2,5.0,94.9,4.242,0.758,95.598,-0.698,5.0,0.0,94.9,0.0,5.153,-0.153,97.022,-2.122,5.04,-0.04,95.131,-0.231,5.1,-0.1,96.578,-1.678,4.146,0.854,90.495,4.405
0.0007779999999999999,0.0006224000000000001,0.00031120000000000003,3.2133676092545,10,5,0.2,5.0,96.6,4.342,0.658,96.688,-0.088,5.0,0.0,96.6,0.0,5.153,-0.153,96.421,0.179,5.034,-0.034,96.666,-0.066,5.073,-0.073,96.7,-0.1,4.153,0.847,90.549,6.051
0.000310932475884244,0.0006218649517684891,0.0,1.60806618407446,15,90,0.3,90.0,97.0,90.8,-0.8,91.84,5.16,90.0,0.0,97.0,0.0,89.903,0.097,96.093,0.907,89.998,0.002,96.58,0.42,89.049,0.951,96.903,0.097,88.389,1.611,89.263,7.737
0.0012437299035369799,0.0012437299035369799,0.0,1.60806618407446,15,90,0.2,90.0,98.8,91.7,-1.7,95.54,3.26,90.0,0.0,98.8,0.0,89.991,0.009,98.062,0.738,89.996,0.004,98.702,0.098,89.039,0.961,96.878,1.922,88.375,1.625,89.254,9.546
0.000299666666666667,0.000599333333333333,0.0,1.66852057842047,15,80,0.2,80.0,98.4,77.7,2.3,96.4,2.0,70.0,10.0,96.4,2.0,75.286,4.714,97.648,0.752,75.041,4.959,95.821,2.579,79.639,0.361,95.958,2.442,78.294,1.706,88.358,10.042
0.00119866666666667,0.0,0.0,1.66852057842047,15,80,0.2,80.0,96.8,78.0,2.0,90.018,6.782,70.0,10.0,97.8,-1.0,74.345,5.655,95.624,1.176,75.045,4.955,89.259,7.541,79.643,0.357,95.947,0.853,78.302,1.698,88.403,8.397
0.000277,0.000554,0.0,1.80505415162455,15,70,0.2,70.0,96.4,70.7,-0.7,96.74,-0.34,70.0,0.0,96.4,0.0,70.166,-0.166,96.708,-0.308,69.994,0.006,96.989,-0.589,69.982,0.018,96.3,0.1,68.32,1.68,88.109,8.291
0.0,0.01662,0.0,1.80505415162455,15,70,0.0,70.0,95.6,70.2,-0.2,93.448,2.152,70.0,0.0,95.6,0.0,69.772,0.228,95.049,0.551,69.969,0.031,95.324,0.276,69.9,0.1,96.092,-0.492,68.41,1.59,89.067,6.533
0.00025433333333333303,0.000508666666666667,0.0,1.96592398427261,15,60,0.2,60.0,98.0,63.0,-3.0,97.314,0.686,60.0,0.0,98.0,0.0,60.075,-0.075,97.281,0.719,60.021,-0.021,97.309,0.691,60.059,-0.059,97.16,0.84,58.373,1.627,88.022,9.978
0.0,0.015260000000000001,0.0,1.96592398427261,15,60,0.0,60.0,94.3,62.48,-2.48,93.826,0.474,60.0,0.0,95.6,-1.3,59.185,0.815,95.049,-0.749,58.36,1.64,95.282,-0.982,59.946,0.054,97.333,-3.033,58.45,1.55,88.875,5.425
0.00071,0.00142,0.000355,2.8169014084507,10,0,0.2,0.0,98.7,1.242,-1.242,98.046,0.654,0.0,0.0,98.7,0.0,0.382,-0.382,97.802,0.898,0.073,-0.073,98.158,0.542,0.13,-0.13,95.914,2.786,0.0,0.0,87.4,11.3
0.0,0.0070999999999999995,0.000355,2.8169014084507,10,0,0.2,0.0,96.6,0.742,-0.742,95.866,0.734,0.0,0.0,96.6,0.0,0.285,-0.285,95.004,1.596,0.023,-0.023,96.44,0.16,0.0,0.0,96.5,0.1,0.0,0.0,87.785,8.815
0.00028735632183907997,0.0022988505747126397,0.0,1.74,5,75,0.2,75.0,98.8,75.4,-0.4,96.998,1.802,75.0,0.0,96.6,2.2,75.145,-0.145,97.656,1.144,74.982,0.018,96.664,2.136,75.107,-0.107,99.103,-0.303,73.458,1.542,89.508,9.292
0.0028735632183908002,0.0,0.0,1.74,5,75,0.2,75.0,97.8,75.7,-0.7,91.758,6.042,75.0,0.0,97.8,0.0,74.852,0.148,96.878,0.922,74.992,0.008,97.573,0.227,75.1,-0.1,99.062,-1.262,73.475,1.525,89.59,8.21
0.000345,0.00138,0.0,1.44927536231884,25,100,0.2,100.0,94.8,97.0,3.0,95.778,-0.978,90.0,10.0,98.0,-3.2,99.757,0.243,93.929,0.871,99.772,0.228,97.902,-3.102,93.489,6.511,90.196,4.604,98.18,1.82,88.154,6.646
0.000295714285714286,0.00118285714285714,0.0,1.69082125603865,5,100,0.2,100.0,96.6,98.1,1.9,95.91,0.69,100.0,0.0,96.6,0.0,99.659,0.341,96.953,-0.353,99.967,0.033,96.782,-0.182,98.482,1.518,99.347,-2.747,98.713,1.287,91.961,4.639
0.000345,0.00138,0.0,1.44927536231884,5,100,0.2,100.0,98.0,100.0,0.0,96.048,1.952,100.0,0.0,98.0,0.0,99.69,0.31,97.246,0.754,99.967,0.033,97.986,0.014,98.209,1.791,97.9,0.1,98.441,1.559,90.382,7.618
0.00020689655172413798,0.0206896551724138,0.0,1.45,5,100,0.2,100.0,98.0,99.5,0.5,96.268,1.732,100.0,0.0,98.0,0.0,99.831,0.169,97.1,0.9,99.967,0.033,98.059,-0.059,98.409,1.591,97.9,0.1,98.635,1.365,91.93,6.07
0.0020661157024793398,0.008264462809917359,0.0,1.21,5,100,2.0,100.0,99.9,99.1,0.9,92.43,7.47,100.0,0.0,99.9,0.0,99.813,0.187,99.422,0.478,99.95,0.05,99.684,0.216,97.593,2.407,99.8,0.1,98.88,1.12,92.324,7.576
0.00833333333333333,0.0034722222222222203,0.0277777777777778,1.8,5,50,5.0,50.0,95.2,49.22,0.78,94.422,0.778,50.0,0.0,94.5,0.7,48.811,1.189,93.962,1.238,44.908,5.092,93.756,1.444,49.023,0.977,92.611,2.589,49.317,0.683,91.178,4.022
0.00138888888888889,0.009722222222222219,0.0,1.8,5,50,5.0,50.0,94.3,50.0,0.0,95.176,-0.876,50.0,0.0,94.3,0.0,50.137,-0.137,95.192,-0.892,49.997,0.003,94.537,-0.237,49.96,0.04,95.599,-1.299,49.938,0.062,95.201,-0.901
0.00555555555555556,0.00416666666666667,0.0,1.8,5,50,5.0,50.0,96.8,50.0,0.0,96.762,0.038,50.0,0.0,96.8,0.0,50.137,-0.137,96.36,0.44,49.997,0.003,96.288,0.512,49.9,0.1,96.082,0.718,49.946,0.054,95.185,1.615
0.00833333333333333,0.0034722222222222203,0.0,1.8,5,50,2.0,50.0,97.2,50.0,0.0,96.79,0.41,50.0,0.0,97.2,0.0,50.137,-0.137,96.441,0.759,49.994,0.006,96.157,1.043,50.076,-0.076,96.321,0.879,48.955,1.045,90.759,6.441
0.00555555555555556,0.0034722222222222203,0.0111111111111111,1.8,5,50,2.0,50.0,95.3,50.0,0.0,95.04,0.26,50.0,0.0,95.3,0.0,49.931,0.069,94.765,0.535,50.001,-0.001,95.124,0.176,49.764,0.236,95.029,0.271,48.647,1.353,88.776,6.524
0.00833333333333333,0.0034722222222222203,0.0111111111111111,1.8,5,50,2.0,50.0,94.5,50.0,0.0,94.814,-0.314,50.0,0.0,94.5,0.0,49.871,0.129,94.846,-0.346,49.997,0.003,95.072,-0.572,49.744,0.256,95.162,-0.662,48.69,1.31,89.064,5.436
0.00833333333333333,0.0034722222222222203,0.0,1.8,5,50,1.0,50.0,96.8,50.0,0.0,96.626,0.174,50.0,0.0,96.8,0.0,50.104,-0.104,96.441,0.359,49.994,0.006,97.118,-0.318,50.082,-0.082,96.409,0.391,48.613,1.387,89.207,7.593
0.00833333333333333,0.0034722222222222203,0.0,1.8,5,50,3.0,50.0,95.3,50.0,0.0,96.07,-0.77,50.0,0.0,95.3,0.0,50.137,-0.137,96.441,-1.141,49.994,0.006,96.032,-0.732,50.038,-0.038,96.01,-0.71,49.297,0.703,92.312,2.988
0.00555555555555556,0.00416666666666667,0.0,1.8,5,50,3.0,50.0,96.4,50.0,0.0,96.342,0.058,50.0,0.0,96.4,0.0,50.137,-0.137,96.36,0.04,49.997,0.003,96.156,0.244,50.066,-0.066,95.848,0.552,49.262,0.738,92.08,4.32
0.00277777777777778,0.00416666666666667,0.0,1.8,5,50,5.0,50.0,97.2,50.0,0.0,96.778,0.422,50.0,0.0,97.2,0.0,50.137,-0.137,96.36,0.84,49.997,0.003,96.288,0.912,49.939,0.061,95.93,1.27,49.903,0.097,94.897,2.303
0.00277777777777778,0.00416666666666667,0.0111111111111111,1.8,5,50,5.0,50.0,94.6,50.0,0.0,94.826,-0.226,50.0,0.0,94.6,0.0,49.931,0.069,94.765,-0.165,50.001,-0.001,95.03,-0.43,49.625,0.375,94.7,-0.1,49.638,0.362,93.202,1.398
0.00833333333333333,0.0034722222222222203,0.00555555555555556,1.8,5,50,2.0,50.0,98.1,50.0,0.0,96.893,1.207,50.0,0.0,98.1,0.0,49.841,0.159,94.792,3.308,49.997,0.003,96.045,2.055,49.914,0.086,95.816,2.284,48.823,1.177,89.912,8.188
0.00833333333333333,0.005,0.0,1.8,5,50,2.0,50.0,95.6,50.0,0.0,95.914,-0.314,50.0,0.0,95.6,0.0,50.137,-0.137,96.441,-0.841,49.994,0.006,96.103,-0.503,50.076,-0.076,96.339,-0.739,48.971,1.029,90.883,4.717
0.00138888888888889,0.00555555555555556,0.00277777777777778,1.8,5,50,2.0,50.0,95.5,50.0,0.0,95.301,0.199,50.0,0.0,94.05,1.45,49.77,0.23,94.703,0.797,49.99,0.01,94.98,0.52,50.048,-0.048,95.777,-0.277,48.803,1.197,89.784,5.716
0.00555555555555556,0.00416666666666667,0.0,1.8,5,50,2.0,50.0,96.3,50.0,0.0,96.428,-0.128,50.0,0.0,96.3,0.0,50.137,-0.137,96.36,-0.06,49.997,0.003,96.1,0.2,50.097,-0.097,96.2,0.1,48.92,1.08,90.528,5.772
0.00138888888888889,0.00833333333333333,0.00416666666666667,1.8,5,50,2.0,50.0,96.3,50.0,0.0,95.232,1.068,50.0,0.0,96.3,0.0,49.806,0.194,94.703,1.597,49.99,0.01,95.239,1.061,50.006,-0.006,95.675,0.625,48.798,1.202,89.797,6.503
0.00138888888888889,0.00555555555555556,0.00416666666666667,1.8,5,50,2.0,50.0,94.05,50.0,0.0,95.177,-1.127,50.0,0.0,94.05,0.0,49.806,0.194,94.703,-0.653,49.99,0.01,94.98,-0.93,50.007,-0.007,95.646,-1.596,48.77,1.23,89.573,4.477
0.00138888888888889,0.00555555555555556,0.0,1.8,5,50,0.5,50.0,97.3,50.0,0.0,96.749,0.551,50.0,0.0,97.3,0.0,50.016,-0.016,96.186,1.114,49.994,0.006,96.611,0.689,50.1,-0.1,96.037,1.263,48.357,1.643,87.88,9.42
0.00138888888888889,0.00555555555555556,0.0,1.8,5,50,1.0,50.0,96.8,50.0,0.0,96.561,0.239,50.0,0.0,96.8,0.0,50.104,-0.104,96.352,0.448,49.997,0.003,96.588,0.212,50.117,-0.117,96.247,0.553,48.528,1.472,88.656,8.144
0.00138888888888889,0.00416666666666667,0.0,1.8,5,50,1.0,50.0,96.3,50.0,0.0,96.4,-0.1,50.0,0.0,96.3,0.0,50.104,-0.104,96.352,-0.052,49.997,0.003,96.588,-0.288,50.119,-0.119,96.2,0.1,48.514,1.486,88.544,7.756
0.0075,0.003125,0.0,2.0,5,40,1.0,40.0,95.4,40.0,0.0,94.974,0.426,40.0,0.0,95.2,0.2,40.023,-0.023,96.36,-0.96,40.22,-0.22,96.205,-0.805,39.857,0.143,96.647,-1.247,38.696,1.304,89.27,6.13
0.0075,0.003125,0.0,2.0,5,40,0.5,40.0,94.3,40.0,0.0,94.756,-0.456,40.0,0.0,94.3,0.0,39.902,0.098,96.194,-1.894,40.107,-0.107,95.876,-1.576,39.845,0.155,96.63,-2.33,38.525,1.475,88.494,5.806
0.005,0.003125,0.025,2.0,5,40,1.0,40.0,94.8,39.92,0.08,94.56,0.24,40.0,0.0,94.8,0.0,39.002,0.998,94.266,0.534,39.906,0.094,94.737,0.063,39.158,0.842,94.9,-0.1,38.06,1.94,85.197,9.603
0.0075,0.003125,0.025,2.0,5,40,1.0,40.0,95.2,39.92,0.08,94.638,0.562,40.0,0.0,95.2,0.0,39.002,0.998,94.266,0.934,39.903,0.097,94.782,0.418,39.141,0.859,95.009,0.191,38.098,1.902,85.456,9.744
0.00125,0.005,0.0,2.0,5,40,2.0,40.0,94.2,39.92,0.08,94.77,-0.57,40.0,0.0,94.2,0.0,39.764,0.236,95.289,-1.089,40.048,-0.048,95.115,-0.915,40.005,-0.005,95.708,-1.508,38.961,1.039,90.327,3.873
0.0075,0.003125,0.0,2.0,5,40,5.0,40.0,95.5,39.88,0.12,95.532,-0.032,40.0,0.0,95.5,0.0,40.055,-0.055,96.36,-0.86,40.044,-0.044,95.309,0.191,40.655,-0.655,95.4,0.1,40.064,-0.064,95.48,0.02
0.0075,0.003125,0.0,2.0,5,40,6.0,40.0,97.1,39.88,0.12,95.532,1.568,40.0,0.0,95.5,1.6,40.055,-0.055,96.36,0.74,40.044,-0.044,95.309,1.791,40.998,-0.998,95.385,1.715,40.406,-0.406,97.032,0.068
0.0075,0.003125,0.0,2.0,10,40,2.0,40.0,95.2,39.88,0.12,95.492,-0.292,40.0,0.0,95.2,0.0,40.104,-0.104,96.36,-1.16,40.044,-0.044,95.21,-0.01,39.877,0.123,93.078,2.122,38.973,1.027,90.266,4.934
